Topic,Partition,Offset,Timestamp,Key,Value
ansible_logs,1,556,2025-04-16 12:47:24.717,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:24.718972"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""update the system"", ""host"": ""prometheus.example.com""}"
ansible_logs,1,557,2025-04-16 12:47:29.127,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:29.128381"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""update the system"", ""host"": ""developer.example.com""}"
ansible_logs,1,558,2025-04-16 12:47:35.257,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:35.257184"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""check to see if we need a reboot"", ""host"": ""prometheus.example.com""}"
ansible_logs,1,559,2025-04-16 12:47:36.307,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:36.306119"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""check to see if we need a reboot"", ""host"": ""api.example.com""}"
ansible_logs,1,560,2025-04-16 12:47:36.710,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:36.711616"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""check to see if we need a reboot"", ""host"": ""developer.example.com""}"
ansible_logs,1,561,2025-04-16 12:47:36.717,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.718310"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""api.example.com""}"
ansible_logs,1,562,2025-04-16 12:47:36.727,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.726264"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""developer.example.com""}"
ansible_logs,1,563,2025-04-16 12:47:36.737,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.735565"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""prometheus.example.com""}"
ansible_logs,1,564,2025-04-16 12:47:36.740,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:36.739167"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""api.example.com""}"
ansible_logs,1,565,2025-04-16 12:47:36.740,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:36.740009"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""developer.example.com""}"
ansible_logs,1,566,2025-04-16 12:47:36.750,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:36.749348"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""display result"", ""host"": ""prometheus.example.com""}"
ansible_logs,1,567,2025-04-16 12:47:36.757,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.755524"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""api.example.com""}"
ansible_logs,1,568,2025-04-16 12:47:36.763,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.763064"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""developer.example.com""}"
ansible_logs,1,569,2025-04-16 12:47:36.770,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.771169"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""prometheus.example.com""}"
ansible_logs,1,570,2025-04-16 12:47:36.800,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.801383"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""wait for the system to reboot"", ""host"": ""api.example.com""}"
ansible_logs,1,571,2025-04-16 12:47:36.807,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.808835"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""wait for the system to reboot"", ""host"": ""developer.example.com""}"
ansible_logs,2,474,2025-04-16 12:46:54.287,Ansible,"{""event"": ""playbook_start"", ""timestamp"": ""2025-04-16T12:46:54.288601"", ""playbook"": ""unix_patch_dev.yml""}"
ansible_logs,2,475,2025-04-16 12:46:54.297,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:46:54.297496"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Gathering Facts"", ""host"": ""api.example.com""}"
ansible_logs,2,476,2025-04-16 12:46:59.353,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:46:59.353635"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Make sure yum-utils are installed"", ""host"": ""api.example.com""}"
ansible_logs,2,477,2025-04-16 12:46:59.363,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:46:59.361971"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Make sure yum-utils are installed"", ""host"": ""developer.example.com""}"
ansible_logs,2,478,2025-04-16 12:47:00.780,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:00.781626"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Make sure yum-utils are installed"", ""host"": ""prometheus.example.com""}"
ansible_logs,2,479,2025-04-16 12:47:04.073,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:04.074873"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Make sure yum-utils are installed"", ""host"": ""developer.example.com""}"
ansible_logs,2,480,2025-04-16 12:47:22.527,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:22.526006"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""Make sure yum-utils are installed"", ""host"": ""api.example.com""}"
ansible_logs,2,481,2025-04-16 12:47:22.533,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:22.532317"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""update the system"", ""host"": ""api.example.com""}"
ansible_logs,2,482,2025-04-16 12:47:22.550,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:22.550826"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""update the system"", ""host"": ""prometheus.example.com""}"
ansible_logs,2,483,2025-04-16 12:47:34.183,Ansible,"{""event"": ""task_ok"", ""timestamp"": ""2025-04-16T12:47:34.184556"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""update the system"", ""host"": ""api.example.com""}"
ansible_logs,2,484,2025-04-16 12:47:34.190,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:34.190724"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""check to see if we need a reboot"", ""host"": ""api.example.com""}"
ansible_logs,2,485,2025-04-16 12:47:36.773,Ansible,"{""event"": ""task_skipped"", ""timestamp"": ""2025-04-16T12:47:36.774212"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""api.example.com""}"
ansible_logs,2,486,2025-04-16 12:47:36.773,Ansible,"{""event"": ""task_skipped"", ""timestamp"": ""2025-04-16T12:47:36.774927"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""developer.example.com""}"
ansible_logs,2,487,2025-04-16 12:47:36.780,Ansible,"{""event"": ""task_skipped"", ""timestamp"": ""2025-04-16T12:47:36.780050"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""restart system to reboot to newest kernel"", ""host"": ""prometheus.example.com""}"
ansible_logs,2,488,2025-04-16 12:47:36.787,Ansible,"{""event"": ""task_start"", ""timestamp"": ""2025-04-16T12:47:36.786165"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""wait for 10 seconds"", ""host"": ""api.example.com""}"
ansible_logs,2,489,2025-04-16 12:47:36.797,Ansible,"{""event"": ""task_skipped"", ""timestamp"": ""2025-04-16T12:47:36.795254"", ""playbook"": ""unix_patch_dev.yml"", ""task"": ""wait for 10 seconds"", ""host"": ""api.example.com""}"
ansible_logs,2,490,2025-04-16 12:47:36.870,Ansible,"{""event"": ""playbook_end"", ""timestamp"": ""2025-04-16T12:47:36.870613"", ""playbook"": ""unix_patch_dev.yml"", ""summary"": {""ok"": 5, ""failures"": 0, ""unreachable"": 0, ""changed"": 2, ""skipped"": 2, ""rescued"": 0, ""ignored"": 0}, ""host"": ""developer.example.com""}"
ansible_logs,2,491,2025-04-16 12:47:36.870,Ansible,"{""event"": ""playbook_end"", ""timestamp"": ""2025-04-16T12:47:36.871058"", ""playbook"": ""unix_patch_dev.yml"", ""summary"": {""ok"": 5, ""failures"": 0, ""unreachable"": 0, ""changed"": 1, ""skipped"": 2, ""rescued"": 0, ""ignored"": 0}, ""host"": ""prometheus.example.com""}"
ansible_logs,2,492,2025-04-16 12:47:36.870,Ansible,"{""event"": ""playbook_end"", ""timestamp"": ""2025-04-16T12:47:36.871254"", ""playbook"": ""unix_patch_dev.yml"", ""summary"": {""ok"": 5, ""failures"": 0, ""unreachable"": 0, ""changed"": 1, ""skipped"": 3, ""rescued"": 0, ""ignored"": 0}, ""host"": ""api.example.com""}"
